alpha,cl,cd,cm,name,re,ma,img
6.0,0.8374,0.02091,-0.0102,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_6.jpg
7.0,0.8988,0.02319,-0.0025,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_7.jpg
8.0,0.957,0.02599,0.0049,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_8.jpg
9.0,1.0035,0.02938,0.013,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_9.jpg
10.0,1.0417,0.03368,0.0205,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_10.jpg
11.0,1.0761,0.03911,0.0258,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_11.jpg
12.0,1.0999,0.04633,0.0292,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_12.jpg
13.0,1.1095,0.05571,0.0303,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_13.jpg
14.0,1.0946,0.06918,0.0276,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_14.jpg
15.0,1.0731,0.08505,0.0222,NACA 2015,103000,0.0,NACA2015_sdf_103000_0.0_15.jpg
-1.0,0.0709,0.01494,-0.0124,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_-1.jpg
0.0,0.1842,0.01513,-0.0105,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_0.jpg
1.0,0.3084,0.01569,-0.011,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_1.jpg
2.0,0.4405,0.01645,-0.0141,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_2.jpg
3.0,0.585,0.01735,-0.021,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_3.jpg
4.0,0.728,0.01839,-0.0288,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_4.jpg
5.0,0.7914,0.01958,-0.0211,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_5.jpg
6.0,0.8495,0.02121,-0.0124,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_6.jpg
7.0,0.9043,0.02321,-0.0035,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_7.jpg
8.0,0.9542,0.02576,0.0055,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_8.jpg
9.0,0.9971,0.0288,0.0145,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_9.jpg
10.0,1.0331,0.03288,0.022,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_10.jpg
11.0,1.0658,0.03825,0.0274,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_11.jpg
12.0,1.0886,0.04527,0.0308,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_12.jpg
13.0,1.0981,0.05424,0.0317,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_13.jpg
14.0,1.0901,0.06683,0.0298,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_14.jpg
15.0,1.0623,0.08347,0.0241,NACA 2016,103000,0.0,NACA2016_sdf_103000_0.0_15.jpg
-1.0,0.069,0.01544,-0.012,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_-1.jpg
0.0,0.1802,0.01559,-0.0098,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_0.jpg
1.0,0.2986,0.01616,-0.0092,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_1.jpg
2.0,0.4235,0.01695,-0.0107,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_2.jpg
3.0,0.5589,0.01792,-0.0153,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_3.jpg
4.0,0.7027,0.01898,-0.0228,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_4.jpg
5.0,0.813,0.0202,-0.0247,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_5.jpg
6.0,0.8657,0.02161,-0.0153,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_6.jpg
7.0,0.9127,0.02343,-0.0049,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_7.jpg
8.0,0.9542,0.02568,0.0057,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_8.jpg
9.0,0.9903,0.02852,0.0159,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_9.jpg
10.0,1.0271,0.03241,0.0234,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_10.jpg
11.0,1.0578,0.03762,0.0288,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_11.jpg
12.0,1.0798,0.04444,0.0322,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_12.jpg
13.0,1.0944,0.05281,0.0337,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_13.jpg
14.0,1.0914,0.06437,0.0324,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_14.jpg
15.0,1.0827,0.07741,0.0289,NACA 2017,103000,0.0,NACA2017_sdf_103000_0.0_15.jpg
-1.0,0.0675,0.01597,-0.0116,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_-1.jpg
0.0,0.1761,0.01611,-0.0092,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_0.jpg
1.0,0.2902,0.01663,-0.0078,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_1.jpg
2.0,0.4094,0.01742,-0.008,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_2.jpg
4.0,0.6732,0.01955,-0.0164,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_4.jpg
5.0,0.8168,0.02085,-0.0246,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_5.jpg
6.0,0.8845,0.02217,-0.0185,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_6.jpg
7.0,0.9236,0.02378,-0.0069,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_7.jpg
8.0,0.9552,0.0258,0.0056,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_8.jpg
9.0,0.9832,0.02848,0.0171,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_9.jpg
10.0,1.019,0.03221,0.0248,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_10.jpg
11.0,1.0489,0.03725,0.0303,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_11.jpg
12.0,1.0723,0.04379,0.0339,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_12.jpg
13.0,1.0844,0.05214,0.0353,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_13.jpg
14.0,1.0854,0.06299,0.0344,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_14.jpg
15.0,1.0801,0.07549,0.0318,NACA 2018,103000,0.0,NACA2018_sdf_103000_0.0_15.jpg
-1.0,0.0671,0.01651,-0.0114,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_-1.jpg
0.0,0.1746,0.01663,-0.0089,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_0.jpg
1.0,0.2846,0.01712,-0.007,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_1.jpg
2.0,0.3981,0.0179,-0.0061,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_2.jpg
3.0,0.5175,0.01889,-0.007,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_3.jpg
4.0,0.6453,0.02007,-0.0105,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_4.jpg
5.0,0.7845,0.02143,-0.0176,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_5.jpg
6.0,0.9055,0.02293,-0.0221,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_6.jpg
7.0,0.9368,0.02432,-0.0093,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_7.jpg
8.0,0.9547,0.02612,0.0056,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_8.jpg
9.0,0.9774,0.02861,0.018,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_9.jpg
10.0,1.01,0.03221,0.0261,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_10.jpg
11.0,1.0402,0.03708,0.0317,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_11.jpg
12.0,1.0615,0.04352,0.0354,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_12.jpg
13.0,1.0769,0.05141,0.0372,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_13.jpg
14.0,1.0786,0.06187,0.0365,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_14.jpg
15.0,1.0663,0.0752,0.0335,NACA 2019,103000,0.0,NACA2019_sdf_103000_0.0_15.jpg
-1.0,0.0654,0.01707,-0.0109,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_-1.jpg
0.0,0.1709,0.01721,-0.0083,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_0.jpg
1.0,0.2785,0.01765,-0.0061,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_1.jpg
2.0,0.3887,0.01838,-0.0046,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_2.jpg
3.0,0.5018,0.01936,-0.0042,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_3.jpg
4.0,0.6211,0.02054,-0.0058,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_4.jpg
5.0,0.754,0.02193,-0.0111,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_5.jpg
6.0,0.8905,0.02353,-0.0185,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_6.jpg
7.0,0.9511,0.02508,-0.0119,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_7.jpg
8.0,0.9582,0.02661,0.0048,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_8.jpg
9.0,0.9723,0.02891,0.0186,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_9.jpg
10.0,1.0017,0.03238,0.0272,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_10.jpg
11.0,1.0288,0.03717,0.0332,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_11.jpg
12.0,1.0519,0.04335,0.037,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_12.jpg
13.0,1.0646,0.05127,0.0389,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_13.jpg
14.0,1.0692,0.0611,0.0386,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_14.jpg
15.0,1.0579,0.07418,0.0361,NACA 2020,103000,0.0,NACA2020_sdf_103000_0.0_15.jpg
-1.0,0.0643,0.01768,-0.0105,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_-1.jpg
0.0,0.17,0.01778,-0.008,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_0.jpg
1.0,0.2728,0.01819,-0.0052,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_1.jpg
2.0,0.3791,0.01888,-0.0031,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_2.jpg
3.0,0.4878,0.01983,-0.0018,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_3.jpg
5.0,0.72,0.02243,-0.0043,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_5.jpg
6.0,0.8554,0.02408,-0.0112,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_6.jpg
7.0,0.9712,0.0259,-0.0155,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_7.jpg
8.0,0.9621,0.02724,0.0037,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_8.jpg
9.0,0.9678,0.02941,0.0188,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_9.jpg
10.0,0.9905,0.03279,0.0283,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_10.jpg
11.0,1.0174,0.03742,0.0345,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_11.jpg
12.0,1.0374,0.0436,0.0385,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_12.jpg
13.0,1.0517,0.05129,0.0406,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_13.jpg
14.0,1.061,0.06037,0.0408,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_14.jpg
15.0,1.0434,0.07391,0.038,NACA 2021,103000,0.0,NACA2021_sdf_103000_0.0_15.jpg
-1.0,0.0621,0.01826,-0.01,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_-1.jpg
0.0,0.164,0.0184,-0.0071,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_0.jpg
1.0,0.2677,0.01875,-0.0044,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_1.jpg
2.0,0.3694,0.0194,-0.0017,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_2.jpg
3.0,0.4747,0.02032,0.0003,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_3.jpg
4.0,0.5812,0.0215,0.0014,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_4.jpg
6.0,0.818,0.02459,-0.0038,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_6.jpg
7.0,0.9454,0.02657,-0.0101,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_7.jpg
8.0,0.9692,0.02808,0.0021,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_8.jpg
9.0,0.9643,0.0301,0.0186,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_9.jpg
10.0,0.9811,0.03331,0.0292,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_10.jpg
11.0,1.0035,0.03787,0.0359,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_11.jpg
12.0,1.0234,0.04392,0.04,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_12.jpg
13.0,1.0341,0.05178,0.0422,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_13.jpg
14.0,1.0379,0.06147,0.0423,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_14.jpg
15.0,1.0439,0.07169,0.0411,NACA 2022,103000,0.0,NACA2022_sdf_103000_0.0_15.jpg
-1.0,0.0611,0.01892,-0.0096,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_-1.jpg
0.0,0.1607,0.019,-0.0064,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_0.jpg
1.0,0.2592,0.01932,-0.0031,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_1.jpg
2.0,0.3584,0.01993,0.0,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_2.jpg
3.0,0.4613,0.02081,0.0024,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_3.jpg
4.0,0.562,0.02198,0.0046,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_4.jpg
5.0,0.6666,0.02337,0.0054,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_5.jpg
6.0,0.7789,0.02507,0.0037,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_6.jpg
7.0,0.9001,0.02711,-0.0014,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_7.jpg
8.0,0.9776,0.02909,0.0001,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_8.jpg
9.0,0.963,0.03103,0.0179,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_9.jpg
10.0,0.9706,0.03416,0.0297,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_10.jpg
11.0,0.9907,0.03854,0.0369,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_11.jpg
12.0,1.0099,0.04428,0.0414,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_12.jpg
13.0,1.0198,0.05195,0.0438,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_13.jpg
14.0,1.0154,0.06246,0.044,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_14.jpg
15.0,1.0028,0.07507,0.042,NACA 2023,103000,0.0,NACA2023_sdf_103000_0.0_15.jpg
-1.0,0.0784,0.01393,-0.0308,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_-1.jpg
0.0,0.2074,0.01427,-0.0307,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_0.jpg
1.0,0.3539,0.01472,-0.0367,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_1.jpg
2.0,0.5103,0.01531,-0.0463,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_2.jpg
3.0,0.5971,0.0161,-0.0425,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_3.jpg
4.0,0.6797,0.01717,-0.0375,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_4.jpg
5.0,0.7654,0.01845,-0.033,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_5.jpg
6.0,0.8535,0.01993,-0.029,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_6.jpg
7.0,0.9436,0.02163,-0.0256,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_7.jpg
8.0,1.0328,0.02353,-0.0224,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_8.jpg
9.0,1.1172,0.02554,-0.0186,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_9.jpg
10.0,1.192,0.02762,-0.0138,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_10.jpg
11.0,1.2513,0.02982,-0.0071,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_11.jpg
12.0,1.2858,0.03293,0.0017,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_12.jpg
13.0,1.2991,0.03848,0.0086,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_13.jpg
14.0,1.2867,0.04867,0.0113,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_14.jpg
15.0,1.243,0.06542,0.0079,NACA 2214,103000,0.0,NACA2214_sdf_103000_0.0_15.jpg
-1.0,0.0764,0.01439,-0.03,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_-1.jpg
0.0,0.1978,0.01475,-0.0286,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_0.jpg
1.0,0.3282,0.01527,-0.031,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_1.jpg
2.0,0.4783,0.01599,-0.0388,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_2.jpg
3.0,0.6179,0.01679,-0.0456,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_3.jpg
4.0,0.6954,0.01775,-0.04,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_4.jpg
5.0,0.7759,0.01896,-0.0347,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_5.jpg
6.0,0.8591,0.02039,-0.0299,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_6.jpg
7.0,0.9447,0.02205,-0.0257,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_7.jpg
8.0,1.031,0.02394,-0.0219,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_8.jpg
9.0,1.1145,0.02601,-0.0181,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_9.jpg
10.0,1.19,0.02818,-0.0133,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_10.jpg
11.0,1.2504,0.03053,-0.0068,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_11.jpg
12.0,1.2852,0.03346,0.0023,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_12.jpg
13.0,1.3052,0.03805,0.0096,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_13.jpg
14.0,1.3048,0.04585,0.0137,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_14.jpg
15.0,1.2753,0.05942,0.0129,NACA 2215,103000,0.0,NACA2215_sdf_103000_0.0_15.jpg
-1.0,0.0745,0.01489,-0.0292,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_-1.jpg
0.0,0.1875,0.01519,-0.0266,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_0.jpg
1.0,0.3129,0.01576,-0.0277,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_1.jpg
2.0,0.4492,0.01657,-0.0322,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_2.jpg
3.0,0.6032,0.01748,-0.0415,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_3.jpg
4.0,0.7141,0.01844,-0.043,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_4.jpg
5.0,0.7891,0.01956,-0.0369,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_5.jpg
6.0,0.867,0.02095,-0.0313,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_6.jpg
7.0,0.948,0.0226,-0.0263,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_7.jpg
8.0,1.0283,0.02435,-0.0214,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_8.jpg
9.0,1.108,0.02647,-0.017,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_9.jpg
10.0,1.1829,0.02876,-0.0122,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_10.jpg
11.0,1.2482,0.03112,-0.0064,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_11.jpg
12.0,1.2821,0.034,0.003,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_12.jpg
13.0,1.3032,0.03837,0.0107,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_13.jpg
14.0,1.308,0.04521,0.0156,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_14.jpg
15.0,1.2897,0.05634,0.0164,NACA 2216,103000,0.0,NACA2216_sdf_103000_0.0_15.jpg
-1.0,0.0725,0.01541,-0.0285,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_-1.jpg
0.0,0.183,0.01568,-0.0257,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_0.jpg
1.0,0.3022,0.01625,-0.0256,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_1.jpg
2.0,0.4293,0.01707,-0.0279,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_2.jpg
3.0,0.5728,0.0181,-0.0346,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_3.jpg
4.0,0.7247,0.01916,-0.044,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_4.jpg
5.0,0.8053,0.02022,-0.0395,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_5.jpg
6.0,0.8764,0.02154,-0.0329,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_6.jpg
7.0,0.9523,0.02314,-0.027,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_7.jpg
8.0,1.0259,0.02488,-0.0211,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_8.jpg
9.0,1.1026,0.027,-0.0161,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_9.jpg
10.0,1.1735,0.02917,-0.0106,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_10.jpg
11.0,1.2273,0.03191,-0.0033,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_11.jpg
12.0,1.2711,0.03494,0.0044,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_12.jpg
13.0,1.3015,0.03876,0.0115,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_13.jpg
14.0,1.2988,0.04587,0.0173,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_14.jpg
15.0,1.2752,0.05711,0.0187,NACA 2217,103000,0.0,NACA2217_sdf_103000_0.0_15.jpg
-1.0,0.069,0.01596,-0.0276,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_-1.jpg
0.0,0.1777,0.01616,-0.0248,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_0.jpg
1.0,0.2924,0.01674,-0.0237,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_1.jpg
2.0,0.411,0.01754,-0.0242,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_2.jpg
3.0,0.5479,0.01864,-0.0292,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_3.jpg
4.0,0.6932,0.01978,-0.0369,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_4.jpg
5.0,0.8253,0.021,-0.0428,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_5.jpg
6.0,0.8891,0.02229,-0.0351,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_6.jpg
7.0,0.9548,0.02371,-0.0276,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_7.jpg
8.0,1.0267,0.02561,-0.0214,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_8.jpg
9.0,1.0902,0.0276,-0.0142,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_9.jpg
10.0,1.1653,0.03001,-0.0096,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_10.jpg
11.0,1.2038,0.03288,-0.0001,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_11.jpg
12.0,1.2554,0.03578,0.0063,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_12.jpg
13.0,1.2645,0.04127,0.0143,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_13.jpg
14.0,1.2988,0.0459,0.0185,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_14.jpg
15.0,1.2296,0.06129,0.0202,NACA 2218,103000,0.0,NACA2218_sdf_103000_0.0_15.jpg
-1.0,0.068,0.01653,-0.0268,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_-1.jpg
0.0,0.174,0.01672,-0.024,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_0.jpg
1.0,0.2815,0.0172,-0.0218,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_1.jpg
2.0,0.3922,0.018,-0.0206,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_2.jpg
3.0,0.5156,0.01913,-0.0225,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_3.jpg
4.0,0.6589,0.02039,-0.0295,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_4.jpg
5.0,0.8069,0.02174,-0.0383,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_5.jpg
6.0,0.9033,0.02298,-0.0375,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_6.jpg
7.0,0.9629,0.02442,-0.0291,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_7.jpg
8.0,1.0225,0.026,-0.0209,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_8.jpg
9.0,1.0826,0.02805,-0.0132,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_9.jpg
10.0,1.1481,0.03021,-0.0069,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_10.jpg
11.0,1.1858,0.03316,0.0026,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_11.jpg
12.0,1.2452,0.03609,0.0077,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_12.jpg
13.0,1.2488,0.04164,0.0163,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_13.jpg
14.0,1.2643,0.04788,0.0209,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_14.jpg
15.0,1.2339,0.05918,0.0231,NACA 2219,103000,0.0,NACA2219_sdf_103000_0.0_15.jpg
-1.0,0.0874,0.01355,-0.0399,NACA 2313,103000,0.0,NACA2313_sdf_103000_0.0_-1.jpg
0.0,0.2336,0.0137,-0.0435,NACA 2313,103000,0.0,NACA2313_sdf_103000_0.0_0.jpg
