alpha,cl,cd,cm,name,re,ma,img
-7.0,-0.1896,0.08828,-0.0638,davissm,500000,0.0,davissm_sdf_500000_0.0_-7.jpg
-6.0,-0.0779,0.06631000000000001,-0.0944,davissm,500000,0.0,davissm_sdf_500000_0.0_-6.jpg
-5.0,0.0404,0.05304,-0.1147,davissm,500000,0.0,davissm_sdf_500000_0.0_-5.jpg
-3.0,0.3368,0.026789999999999998,-0.1558,davissm,500000,0.0,davissm_sdf_500000_0.0_-3.jpg
-1.0,0.5988,0.0117,-0.1647,davissm,500000,0.0,davissm_sdf_500000_0.0_-1.jpg
0.0,0.7099,0.00997,-0.1645,davissm,500000,0.0,davissm_sdf_500000_0.0_0.jpg
1.0,0.8213,0.00897,-0.164,davissm,500000,0.0,davissm_sdf_500000_0.0_1.jpg
3.0,1.0336,0.00783,-0.1618,davissm,500000,0.0,davissm_sdf_500000_0.0_3.jpg
4.0,1.1284,0.00916,-0.1583,davissm,500000,0.0,davissm_sdf_500000_0.0_4.jpg
5.0,1.1939,0.0138,-0.1507,davissm,500000,0.0,davissm_sdf_500000_0.0_5.jpg
6.0,1.2806,0.01618,-0.1465,davissm,500000,0.0,davissm_sdf_500000_0.0_6.jpg
7.0,1.3596,0.01885,-0.1407,davissm,500000,0.0,davissm_sdf_500000_0.0_7.jpg
8.0,1.3939,0.02506,-0.1264,davissm,500000,0.0,davissm_sdf_500000_0.0_8.jpg
9.0,1.473,0.03608,-0.1211,davissm,500000,0.0,davissm_sdf_500000_0.0_9.jpg
10.0,1.5195,0.04183,-0.1112,davissm,500000,0.0,davissm_sdf_500000_0.0_10.jpg
11.0,1.5161,0.05279,-0.0951,davissm,500000,0.0,davissm_sdf_500000_0.0_11.jpg
12.0,1.4686,0.06571,-0.0794,davissm,500000,0.0,davissm_sdf_500000_0.0_12.jpg
13.0,1.3926,0.08365,-0.0719,davissm,500000,0.0,davissm_sdf_500000_0.0_13.jpg
14.0,1.2933,0.11159000000000001,-0.0805,davissm,500000,0.0,davissm_sdf_500000_0.0_14.jpg
15.0,1.1539,0.1816,-0.1217,davissm,500000,0.0,davissm_sdf_500000_0.0_15.jpg
16.0,1.1643,0.19702999999999998,-0.129,davissm,500000,0.0,davissm_sdf_500000_0.0_16.jpg
19.0,1.1538,0.2808,-0.1578,davissm,500000,0.0,davissm_sdf_500000_0.0_19.jpg
20.0,1.1581,0.30364,-0.1644,davissm,500000,0.0,davissm_sdf_500000_0.0_20.jpg
-10.0,-0.0284,0.08129,-0.0868,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_-10.jpg
-9.0,-0.0059,0.07052,-0.0947,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_-9.jpg
-8.0,0.0242,0.05584,-0.1116,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_-8.jpg
-7.0,0.0418,0.0342,-0.1204,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_-7.jpg
-6.0,0.0768,0.03055,-0.1085,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_-6.jpg
-1.0,0.4692,0.01111,-0.0758,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_-1.jpg
0.0,0.5389,0.01073,-0.067,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_0.jpg
1.0,0.6195,0.01073,-0.061,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_1.jpg
2.0,0.6936,0.0113,-0.0544,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_2.jpg
4.0,1.0484,0.013030000000000002,-0.0886,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_4.jpg
6.0,1.2094,0.0134,-0.0798,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_6.jpg
7.0,1.2891,0.0141,-0.0759,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_7.jpg
8.0,1.3186,0.0161,-0.0638,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_8.jpg
9.0,1.2646,0.02311,-0.0432,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_9.jpg
11.0,1.2096,0.04186,-0.0235,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_11.jpg
12.0,1.1921,0.05417999999999999,-0.0214,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_12.jpg
13.0,1.16,0.06961,-0.0208,daytonwright6,500000,0.0,daytonwright6_sdf_500000_0.0_13.jpg
-10.0,-0.1999,0.06366000000000001,-0.0967,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-10.jpg
-9.0,-0.1538,0.05161,-0.1044,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-9.jpg
-8.0,-0.0982,0.04,-0.1092,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-8.jpg
-7.0,-0.0112,0.035789999999999995,-0.1084,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-7.jpg
-5.0,0.1376,0.012209999999999999,-0.0987,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-5.jpg
-4.0,0.2395,0.01042,-0.0955,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-4.jpg
-2.0,0.4606,0.00957,-0.0946,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-2.jpg
-1.0,0.5556,0.0089,-0.0921,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_-1.jpg
0.0,0.6596,0.00886,-0.0914,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_0.jpg
1.0,0.8167,0.00853,-0.1023,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_1.jpg
2.0,0.9171,0.00969,-0.1018,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_2.jpg
3.0,0.9787,0.011090000000000001,-0.0932,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_3.jpg
4.0,1.0612,0.01179,-0.0887,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_4.jpg
5.0,1.1482,0.012320000000000001,-0.0856,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_5.jpg
6.0,1.2158,0.013680000000000001,-0.0793,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_6.jpg
7.0,1.2856,0.01545,-0.0742,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_7.jpg
9.0,1.3093,0.02658,-0.0519,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_9.jpg
13.0,1.3171,0.0664,-0.0368,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_13.jpg
14.0,1.2981,0.08222,-0.039,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_14.jpg
18.0,0.9541,0.23151,-0.0848,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_18.jpg
19.0,0.9754,0.24445,-0.0908,daytonwrightt1,500000,0.0,daytonwrightt1_sdf_500000_0.0_19.jpg
-9.0,-0.4966,0.05697000000000001,-0.0525,df102,500000,0.0,df102_sdf_500000_0.0_-9.jpg
-8.0,-0.5735,0.03645,-0.0564,df102,500000,0.0,df102_sdf_500000_0.0_-8.jpg
-7.0,-0.4885,0.016659999999999998,-0.0602,df102,500000,0.0,df102_sdf_500000_0.0_-7.jpg
-5.0,-0.2602,0.01162,-0.0611,df102,500000,0.0,df102_sdf_500000_0.0_-5.jpg
-4.0,-0.1603,0.00957,-0.0581,df102,500000,0.0,df102_sdf_500000_0.0_-4.jpg
-3.0,-0.058,0.00839,-0.0559,df102,500000,0.0,df102_sdf_500000_0.0_-3.jpg
-2.0,0.0474,0.007690000000000001,-0.054,df102,500000,0.0,df102_sdf_500000_0.0_-2.jpg
-1.0,0.1494,0.00687,-0.0513,df102,500000,0.0,df102_sdf_500000_0.0_-1.jpg
0.0,0.2444,0.00603,-0.0465,df102,500000,0.0,df102_sdf_500000_0.0_0.jpg
1.0,0.3824,0.006370000000000001,-0.0508,df102,500000,0.0,df102_sdf_500000_0.0_1.jpg
2.0,0.5436,0.00689,-0.0614,df102,500000,0.0,df102_sdf_500000_0.0_2.jpg
3.0,0.6282,0.00793,-0.0562,df102,500000,0.0,df102_sdf_500000_0.0_3.jpg
4.0,0.7062,0.00966,-0.0503,df102,500000,0.0,df102_sdf_500000_0.0_4.jpg
5.0,0.7942,0.010759999999999999,-0.046,df102,500000,0.0,df102_sdf_500000_0.0_5.jpg
6.0,0.8862,0.011729999999999999,-0.0425,df102,500000,0.0,df102_sdf_500000_0.0_6.jpg
7.0,0.9785,0.01278,-0.0396,df102,500000,0.0,df102_sdf_500000_0.0_7.jpg
8.0,1.0695,0.01399,-0.0365,df102,500000,0.0,df102_sdf_500000_0.0_8.jpg
9.0,1.1584,0.01529,-0.0332,df102,500000,0.0,df102_sdf_500000_0.0_9.jpg
10.0,1.2413,0.01683,-0.0293,df102,500000,0.0,df102_sdf_500000_0.0_10.jpg
11.0,1.2797,0.021,-0.0197,df102,500000,0.0,df102_sdf_500000_0.0_11.jpg
12.0,1.3271,0.02453,-0.0121,df102,500000,0.0,df102_sdf_500000_0.0_12.jpg
13.0,1.3513,0.03005,-0.0045,df102,500000,0.0,df102_sdf_500000_0.0_13.jpg
14.0,1.3397,0.03966,0.0009,df102,500000,0.0,df102_sdf_500000_0.0_14.jpg
15.0,1.2954,0.056010000000000004,-0.0009,df102,500000,0.0,df102_sdf_500000_0.0_15.jpg
16.0,1.2271,0.08091,-0.0118,df102,500000,0.0,df102_sdf_500000_0.0_16.jpg
17.0,1.1512,0.11170999999999999,-0.0284,df102,500000,0.0,df102_sdf_500000_0.0_17.jpg
18.0,1.0864,0.13988,-0.0453,df102,500000,0.0,df102_sdf_500000_0.0_18.jpg
19.0,1.0359,0.16964,-0.0623,df102,500000,0.0,df102_sdf_500000_0.0_19.jpg
20.0,0.9724,0.2124,-0.0821,df102,500000,0.0,df102_sdf_500000_0.0_20.jpg
-7.0,-0.4023,0.017269999999999997,-0.0504,dga1138,500000,0.0,dga1138_sdf_500000_0.0_-7.jpg
-6.0,-0.2815,0.03167,-0.0539,dga1138,500000,0.0,dga1138_sdf_500000_0.0_-6.jpg
-5.0,-0.1865,0.026160000000000003,-0.0538,dga1138,500000,0.0,dga1138_sdf_500000_0.0_-5.jpg
-4.0,-0.0923,0.01646,-0.0536,dga1138,500000,0.0,dga1138_sdf_500000_0.0_-4.jpg
-3.0,0.0074,0.01445,-0.0533,dga1138,500000,0.0,dga1138_sdf_500000_0.0_-3.jpg
-2.0,0.1126,0.01296,-0.0527,dga1138,500000,0.0,dga1138_sdf_500000_0.0_-2.jpg
-1.0,0.2182,0.0117,-0.0528,dga1138,500000,0.0,dga1138_sdf_500000_0.0_-1.jpg
0.0,0.3363,0.00955,-0.0551,dga1138,500000,0.0,dga1138_sdf_500000_0.0_0.jpg
1.0,0.4438,0.00935,-0.0561,dga1138,500000,0.0,dga1138_sdf_500000_0.0_1.jpg
2.0,0.537,0.01113,-0.0551,dga1138,500000,0.0,dga1138_sdf_500000_0.0_2.jpg
4.0,0.7531,0.01114,-0.0598,dga1138,500000,0.0,dga1138_sdf_500000_0.0_4.jpg
5.0,0.8457,0.01346,-0.0562,dga1138,500000,0.0,dga1138_sdf_500000_0.0_5.jpg
7.0,1.0033,0.028739999999999998,-0.0424,dga1138,500000,0.0,dga1138_sdf_500000_0.0_7.jpg
13.0,0.8227,0.16865,-0.0629,dga1138,500000,0.0,dga1138_sdf_500000_0.0_13.jpg
14.0,0.8348,0.18716,-0.0703,dga1138,500000,0.0,dga1138_sdf_500000_0.0_14.jpg
15.0,0.8516,0.20568000000000003,-0.0773,dga1138,500000,0.0,dga1138_sdf_500000_0.0_15.jpg
16.0,0.8705,0.22459,-0.0842,dga1138,500000,0.0,dga1138_sdf_500000_0.0_16.jpg
17.0,0.8895,0.24395,-0.0909,dga1138,500000,0.0,dga1138_sdf_500000_0.0_17.jpg
18.0,0.9082,0.26371999999999995,-0.0973,dga1138,500000,0.0,dga1138_sdf_500000_0.0_18.jpg
19.0,0.9252,0.28388,-0.1031,dga1138,500000,0.0,dga1138_sdf_500000_0.0_19.jpg
20.0,0.9392,0.30432,-0.1084,dga1138,500000,0.0,dga1138_sdf_500000_0.0_20.jpg
4.0,0.4892,0.015430000000000001,-0.0125,dga1182,500000,0.0,dga1182_sdf_500000_0.0_4.jpg
7.0,0.7972,0.01681,-0.0158,dga1182,500000,0.0,dga1182_sdf_500000_0.0_7.jpg
-10.0,-0.6142,0.10425,-0.0066,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-10.jpg
-9.0,-0.6302,0.08342999999999999,-0.0215,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-9.jpg
-8.0,-0.656,0.06932999999999999,-0.0196,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-8.jpg
-7.0,-0.655,0.05214,-0.0137,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-7.jpg
-6.0,-0.6251,0.03734,-0.0064,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-6.jpg
-5.0,-0.565,0.0286,0.001,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-5.jpg
-4.0,-0.4735,0.023219999999999998,0.0052,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-4.jpg
-2.0,-0.2086,0.01024,-0.0019,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-2.jpg
-1.0,-0.0805,0.00573,-0.0073,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_-1.jpg
0.0,0.0555,0.00581,-0.0127,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_0.jpg
1.0,0.1677,0.0059299999999999995,-0.013,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_1.jpg
2.0,0.2644,0.0061200000000000004,-0.0091,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_2.jpg
3.0,0.3207,0.009770000000000001,0.002,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_3.jpg
4.0,0.4397,0.01222,-0.0004,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_4.jpg
6.0,0.6376,0.03572,0.0036,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_6.jpg
7.0,0.6963,0.04136,0.0133,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_7.jpg
8.0,0.7207,0.05397999999999999,0.0208,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_8.jpg
9.0,0.7037,0.06854,0.025,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_9.jpg
10.0,0.6575,0.09327,0.007,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_10.jpg
11.0,0.6511,0.112,-0.0026,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_11.jpg
12.0,0.653,0.12808,-0.008,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_12.jpg
15.0,0.6822,0.18107,-0.032,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_15.jpg
16.0,0.7044,0.19435,-0.0385,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_16.jpg
17.0,0.7282,0.20706,-0.0442,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_17.jpg
19.0,0.7679,0.24266,-0.0567,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_19.jpg
20.0,0.7898,0.25937,-0.0636,dh4009sm,500000,0.0,dh4009sm_sdf_500000_0.0_20.jpg
-10.0,-0.1467,0.08019,-0.0756,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-10.jpg
-9.0,-0.1606,0.06944,-0.0754,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-9.jpg
-8.0,-0.2057,0.0595,-0.0718,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-8.jpg
-7.0,-0.1966,0.04595,-0.0691,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-7.jpg
-6.0,-0.1444,0.03279,-0.0638,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-6.jpg
-5.0,-0.0612,0.022680000000000002,-0.0584,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-5.jpg
-3.0,0.1439,0.01063,-0.0524,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-3.jpg
-2.0,0.2419,0.00897,-0.0532,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-2.jpg
-1.0,0.3226,0.00886,-0.05,dormoy,500000,0.0,dormoy_sdf_500000_0.0_-1.jpg
0.0,0.434,0.01137,-0.0537,dormoy,500000,0.0,dormoy_sdf_500000_0.0_0.jpg
1.0,0.5348,0.01226,-0.0543,dormoy,500000,0.0,dormoy_sdf_500000_0.0_1.jpg
2.0,0.6344,0.012790000000000001,-0.0549,dormoy,500000,0.0,dormoy_sdf_500000_0.0_2.jpg
3.0,0.7251,0.013919999999999998,-0.0538,dormoy,500000,0.0,dormoy_sdf_500000_0.0_3.jpg
4.0,0.8287,0.01384,-0.0541,dormoy,500000,0.0,dormoy_sdf_500000_0.0_4.jpg
6.0,0.9605,0.02908,-0.0381,dormoy,500000,0.0,dormoy_sdf_500000_0.0_6.jpg
7.0,0.998,0.04066,-0.0263,dormoy,500000,0.0,dormoy_sdf_500000_0.0_7.jpg
8.0,0.9689,0.05012,-0.0079,dormoy,500000,0.0,dormoy_sdf_500000_0.0_8.jpg
9.0,0.8979,0.058210000000000005,0.0092,dormoy,500000,0.0,dormoy_sdf_500000_0.0_9.jpg
10.0,0.8252,0.07089,0.0127,dormoy,500000,0.0,dormoy_sdf_500000_0.0_10.jpg
11.0,0.756,0.09056,0.0036,dormoy,500000,0.0,dormoy_sdf_500000_0.0_11.jpg
12.0,0.7009,0.11587,-0.009,dormoy,500000,0.0,dormoy_sdf_500000_0.0_12.jpg
13.0,0.6784,0.14069,-0.0164,dormoy,500000,0.0,dormoy_sdf_500000_0.0_13.jpg
14.0,0.6842,0.16105,-0.0246,dormoy,500000,0.0,dormoy_sdf_500000_0.0_14.jpg
15.0,0.6971,0.17770999999999998,-0.0315,dormoy,500000,0.0,dormoy_sdf_500000_0.0_15.jpg
16.0,0.7138,0.19443,-0.0381,dormoy,500000,0.0,dormoy_sdf_500000_0.0_16.jpg
17.0,0.7328,0.21151,-0.0447,dormoy,500000,0.0,dormoy_sdf_500000_0.0_17.jpg
18.0,0.7536,0.22908,-0.0513,dormoy,500000,0.0,dormoy_sdf_500000_0.0_18.jpg
19.0,0.7818,0.24781999999999998,-0.0602,dormoy,500000,0.0,dormoy_sdf_500000_0.0_19.jpg
20.0,0.8036,0.26698,-0.0669,dormoy,500000,0.0,dormoy_sdf_500000_0.0_20.jpg
-9.0,-0.5428,0.08764,-0.0148,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-9.jpg
-8.0,-0.5685,0.06141,-0.0349,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-8.jpg
-7.0,-0.5523,0.04459,-0.0377,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-7.jpg
-6.0,-0.4892,0.031219999999999998,-0.0357,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-6.jpg
-5.0,-0.4019,0.014790000000000001,-0.029,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-5.jpg
-4.0,-0.2973,0.01192,-0.028,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-4.jpg
-3.0,-0.1962,0.00916,-0.0273,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-3.jpg
-2.0,-0.1116,0.00734,-0.0216,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-2.jpg
-1.0,-0.0216,0.008190000000000001,-0.015,du8608418,500000,0.0,du8608418_sdf_500000_0.0_-1.jpg
0.0,0.0707,0.008440000000000001,-0.0091,du8608418,500000,0.0,du8608418_sdf_500000_0.0_0.jpg
1.0,0.1847,0.00838,-0.0085,du8608418,500000,0.0,du8608418_sdf_500000_0.0_1.jpg
2.0,0.3622,0.007790000000000001,-0.0218,du8608418,500000,0.0,du8608418_sdf_500000_0.0_2.jpg
3.0,0.4877,0.00644,-0.0242,du8608418,500000,0.0,du8608418_sdf_500000_0.0_3.jpg
4.0,0.5872,0.00861,-0.0234,du8608418,500000,0.0,du8608418_sdf_500000_0.0_4.jpg
5.0,0.6802,0.010329999999999999,-0.0214,du8608418,500000,0.0,du8608418_sdf_500000_0.0_5.jpg
6.0,0.7647,0.01212,-0.0177,du8608418,500000,0.0,du8608418_sdf_500000_0.0_6.jpg
7.0,0.8394,0.014459999999999999,-0.0118,du8608418,500000,0.0,du8608418_sdf_500000_0.0_7.jpg
8.0,0.895,0.01878,-0.0027,du8608418,500000,0.0,du8608418_sdf_500000_0.0_8.jpg
9.0,0.9597,0.027460000000000002,0.0025,du8608418,500000,0.0,du8608418_sdf_500000_0.0_9.jpg
10.0,0.9521,0.04614,0.0108,du8608418,500000,0.0,du8608418_sdf_500000_0.0_10.jpg
11.0,0.8721,0.06803,0.005,du8608418,500000,0.0,du8608418_sdf_500000_0.0_11.jpg
12.0,0.8001,0.11277999999999999,-0.0242,du8608418,500000,0.0,du8608418_sdf_500000_0.0_12.jpg
15.0,0.7805,0.18727,-0.0573,du8608418,500000,0.0,du8608418_sdf_500000_0.0_15.jpg
16.0,0.8031,0.20372,-0.0655,du8608418,500000,0.0,du8608418_sdf_500000_0.0_16.jpg
17.0,0.83,0.2177,-0.0723,du8608418,500000,0.0,du8608418_sdf_500000_0.0_17.jpg
18.0,0.8515,0.23731999999999998,-0.0811,du8608418,500000,0.0,du8608418_sdf_500000_0.0_18.jpg
19.0,0.8782,0.25484,-0.09,du8608418,500000,0.0,du8608418_sdf_500000_0.0_19.jpg
20.0,0.9061,0.27309,-0.0997,du8608418,500000,0.0,du8608418_sdf_500000_0.0_20.jpg
-9.0,-0.97,0.01551,-0.0051,e168,500000,0.0,e168_sdf_500000_0.0_-9.jpg
-8.0,-0.8812,0.013380000000000001,-0.0019,e168,500000,0.0,e168_sdf_500000_0.0_-8.jpg
-7.0,-0.7912,0.011479999999999999,0.0014,e168,500000,0.0,e168_sdf_500000_0.0_-7.jpg
-6.0,-0.6973,0.01015,0.0046,e168,500000,0.0,e168_sdf_500000_0.0_-6.jpg
-5.0,-0.6053,0.008879999999999999,0.0078,e168,500000,0.0,e168_sdf_500000_0.0_-5.jpg
-4.0,-0.4573,0.00805,-0.0002,e168,500000,0.0,e168_sdf_500000_0.0_-4.jpg
-3.0,-0.3224,0.0077599999999999995,-0.0042,e168,500000,0.0,e168_sdf_500000_0.0_-3.jpg
-2.0,-0.217,0.00771,-0.0023,e168,500000,0.0,e168_sdf_500000_0.0_-2.jpg
-1.0,-0.109,0.007670000000000001,-0.001,e168,500000,0.0,e168_sdf_500000_0.0_-1.jpg
0.0,0.0,0.0077,-0.0,e168,500000,0.0,e168_sdf_500000_0.0_0.jpg
1.0,0.109,0.007670000000000001,0.001,e168,500000,0.0,e168_sdf_500000_0.0_1.jpg
2.0,0.217,0.00771,0.0023,e168,500000,0.0,e168_sdf_500000_0.0_2.jpg
3.0,0.3225,0.0077599999999999995,0.0042,e168,500000,0.0,e168_sdf_500000_0.0_3.jpg
4.0,0.4574,0.00805,0.0002,e168,500000,0.0,e168_sdf_500000_0.0_4.jpg
5.0,0.6052,0.008879999999999999,-0.0078,e168,500000,0.0,e168_sdf_500000_0.0_5.jpg
6.0,0.6973,0.01015,-0.0045,e168,500000,0.0,e168_sdf_500000_0.0_6.jpg
7.0,0.7912,0.011479999999999999,-0.0014,e168,500000,0.0,e168_sdf_500000_0.0_7.jpg
8.0,0.8812,0.013380000000000001,0.0019,e168,500000,0.0,e168_sdf_500000_0.0_8.jpg
9.0,0.97,0.01551,0.0051,e168,500000,0.0,e168_sdf_500000_0.0_9.jpg
11.0,1.1161,0.02225,0.0145,e168,500000,0.0,e168_sdf_500000_0.0_11.jpg
12.0,1.1272,0.02851,0.024,e168,500000,0.0,e168_sdf_500000_0.0_12.jpg
13.0,1.0991,0.041460000000000004,0.0237,e168,500000,0.0,e168_sdf_500000_0.0_13.jpg
14.0,1.0452,0.061489999999999996,0.0155,e168,500000,0.0,e168_sdf_500000_0.0_14.jpg
15.0,0.9701,0.08839,0.0006,e168,500000,0.0,e168_sdf_500000_0.0_15.jpg
16.0,0.8818,0.12478,-0.0209,e168,500000,0.0,e168_sdf_500000_0.0_16.jpg
17.0,0.7424,0.18652,-0.0499,e168,500000,0.0,e168_sdf_500000_0.0_17.jpg
18.0,0.757,0.20851999999999998,-0.0579,e168,500000,0.0,e168_sdf_500000_0.0_18.jpg
19.0,0.7751,0.22926,-0.0659,e168,500000,0.0,e168_sdf_500000_0.0_19.jpg
-10.0,-1.067,0.01672,-0.0068,e169,500000,0.0,e169_sdf_500000_0.0_-10.jpg
-9.0,-0.984,0.014419999999999999,-0.0031,e169,500000,0.0,e169_sdf_500000_0.0_-9.jpg
-8.0,-0.899,0.012240000000000001,0.0005,e169,500000,0.0,e169_sdf_500000_0.0_-8.jpg
-7.0,-0.8122,0.010440000000000001,0.0043,e169,500000,0.0,e169_sdf_500000_0.0_-7.jpg
-6.0,-0.7046,0.00945,0.0046,e169,500000,0.0,e169_sdf_500000_0.0_-6.jpg
-5.0,-0.5464,0.0088,-0.005,e169,500000,0.0,e169_sdf_500000_0.0_-5.jpg
-4.0,-0.4414,0.00878,-0.0029,e169,500000,0.0,e169_sdf_500000_0.0_-4.jpg
-3.0,-0.333,0.00877,-0.0017,e169,500000,0.0,e169_sdf_500000_0.0_-3.jpg
-2.0,-0.223,0.00856,-0.0009,e169,500000,0.0,e169_sdf_500000_0.0_-2.jpg
-1.0,-0.1111,0.00856,-0.0005,e169,500000,0.0,e169_sdf_500000_0.0_-1.jpg
0.0,-0.0,0.008579999999999999,0.0,e169,500000,0.0,e169_sdf_500000_0.0_0.jpg
1.0,0.1111,0.00856,0.0005,e169,500000,0.0,e169_sdf_500000_0.0_1.jpg
2.0,0.223,0.00856,0.0009,e169,500000,0.0,e169_sdf_500000_0.0_2.jpg
3.0,0.333,0.00877,0.0017,e169,500000,0.0,e169_sdf_500000_0.0_3.jpg
4.0,0.4414,0.00878,0.0029,e169,500000,0.0,e169_sdf_500000_0.0_4.jpg
5.0,0.5464,0.0088,0.005,e169,500000,0.0,e169_sdf_500000_0.0_5.jpg
6.0,0.7046,0.00945,-0.0046,e169,500000,0.0,e169_sdf_500000_0.0_6.jpg
7.0,0.8121,0.010440000000000001,-0.0043,e169,500000,0.0,e169_sdf_500000_0.0_7.jpg
8.0,0.899,0.012240000000000001,-0.0005,e169,500000,0.0,e169_sdf_500000_0.0_8.jpg
9.0,0.9841,0.014419999999999999,0.0031,e169,500000,0.0,e169_sdf_500000_0.0_9.jpg
10.0,1.0671,0.01672,0.0067,e169,500000,0.0,e169_sdf_500000_0.0_10.jpg
11.0,1.1339,0.01999,0.0118,e169,500000,0.0,e169_sdf_500000_0.0_11.jpg
12.0,1.1825,0.02329,0.0186,e169,500000,0.0,e169_sdf_500000_0.0_12.jpg
13.0,1.2031,0.02913,0.0227,e169,500000,0.0,e169_sdf_500000_0.0_13.jpg
14.0,1.1889,0.04163,0.0198,e169,500000,0.0,e169_sdf_500000_0.0_14.jpg
15.0,1.1499,0.05851,0.0138,e169,500000,0.0,e169_sdf_500000_0.0_15.jpg
16.0,1.1035,0.07793,0.0055,e169,500000,0.0,e169_sdf_500000_0.0_16.jpg
17.0,1.0634,0.09907,-0.0045,e169,500000,0.0,e169_sdf_500000_0.0_17.jpg
